university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.88,167.0,university of southern california
University of Southern California,Computer Science - Artificial Intelligence Masters,Accepted,Fall 2022,International,3.97,168.0,university of southern california
Rice University,Computer Science Masters,Accepted,Fall 2022,International,3.5,149.0,rice university
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.95,166.0,eth zurich
University Of Alberta,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,university of alberta
Penn State University,Computer Science Masters,Accepted,Fall 2022,American,3.8,158.0,penn state university
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,American,3.75,165.0,eth zurich
University Of Alberta,Computer Science Masters,Accepted,Fall 2022,International,3.75,166.0,university of alberta
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,eth zurich
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,4.0,169.0,eth zurich
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,3.63,170.0,university of illinois urbana
Indiana University,Computer Science Masters,Accepted,Fall 2022,International,3.48,164.0,indiana university
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,eth zurich
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.67,170.0,carnegie mellon university
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.88,169.0,university of california
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.8,326.0,university of california irvine
Penn State University,Computer Science Masters,Accepted,Fall 2021,International,3.81,166.0,penn state university
Penn State University,Computer Science Masters,Accepted,Fall 2022,International,3.74,166.0,penn state university
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,American,3.9,167.0,university of california irvine
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0,university of illinois urbana
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,3.5,169.0,university of chicago
Princeton University,Computer Science Masters,Accepted,Fall 2022,International,3.95,168.0,princeton university
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,3.5,169.0,university of chicago
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.3,169.0,arizona state university
University of Chicago,Computer Science Masters,Accepted,Fall 2022,American,3.6,165.0,university of chicago
University of Chicago,Computer Science Masters,Accepted,Fall 2022,American,3.79,165.0,university of chicago
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.6,169.0,carnegie mellon university
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,northeastern university
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,stevens institute of technology
New Jersey Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,new jersey institute of technology
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0,carnegie mellon university
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.4,165.0,arizona state university
George Washington University,Computer Science Masters,Accepted,Fall 2022,International,3.91,170.0,george washington university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.6,170.0,carnegie mellon university
University of Nebraska at Omaha,Computer Science Masters,Accepted,Fall 2022,International,3.59,162.0,university of nebraska at omaha
University of San Francisco,Computer Science Bridge Masters,Accepted,Fall 2022,International,3.5,165.0,university of san francisco
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.76,170.0,university of southern california
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,4.0,164.0,north carolina state university
Worcester Polytechnic Institute,Computer Science Masters,Accepted,Fall 2022,International,3.6,168.0,worcester polytechnic institute
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.6,168.0,rutgers university
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.71,166.0,university of texas
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.21,170.0,university of texas
SUNY Buffalo,Computer Science Masters,Accepted,Fall 2022,International,3.2,166.0,suny buffalo
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.6,163.0,northeastern university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.75,164.0,north carolina state university
University of Maryland Global Campus,Computer Science Masters,Accepted,Fall 2022,International,3.9,170.0,university of maryland global campus
University Of Texas At Arlington,Computer Science Masters,Accepted,Fall 2022,International,3.56,159.0,university of texas at arlington
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.89,167.0,arizona state university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,4.0,164.0,north carolina state university
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.7,168.0,carnegie mellon university
University Of Toronto,Computer Science Masters,Accepted,Fall 2022,International,3.9,170.0,university of toronto
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.58,169.0,rutgers university
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.4,168.0,university of california
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,carnegie mellon university
Purdue University,Computer Science (Professional Degree In Information Security) Masters,Accepted,Fall 2022,International,3.13,169.0,purdue university
Purdue University,Computer Science Masters,Accepted,Fall 2022,International,3.58,169.0,purdue university
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.68,168.0,university of california
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.77,168.0,north carolina state university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,American,4.0,169.0,north carolina state university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.8,169.0,north carolina state university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,169.0,north carolina state university
Rice University,Computer Science Masters,Accepted,Fall 2022,International,3.67,170.0,rice university
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,3.67,170.0,university of massachusetts amherst
NC State University,Computer Science Masters,Accepted,Fall 2022,International,3.8,168.0,nc state university
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.86,170.0,north carolina state university
University Of Illinois,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0,university of illinois
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,3.7,167.0,university of illinois urbana
University Of Illinois,Computer Science Masters,Accepted,Fall 2022,International,3.7,167.0,university of illinois
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.95,167.0,north carolina state university
