university,program,decision,term,citizenship,gpa_raw,gre_total
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.8,159.0
Purdue University,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.98,170.0
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.92,161.0
Northwestern University,Computer Science Masters,Accepted,Fall 2022,American,3.72,163.0
Northwestern University,Computer Science Masters,Accepted,Fall 2022,American,3.79,165.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,164.0
SUNY Buffalo,Computer Science Masters,Accepted,Fall 2022,International,3.39,168.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.8,170.0
University Of Waterloo,Computer Science Masters,Accepted,Fall 2022,International,3.85,170.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.6,160.0
New York University,Computer Science Masters,Accepted,Fall 2022,International,3.91,162.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,American,4.0,168.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.95,167.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,American,3.47,164.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,American,3.54,169.0
Virginia,Computer Science Masters,Accepted,Fall 2022,American,3.4,310.0
Virginia Tech,Computer Science Masters,Accepted,Fall 2022,American,3.83,169.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,3.75,164.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.36,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,167.0
Virginia Tech,Computer Science Masters,Accepted,Fall 2022,American,3.91,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.8,319.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.8,170.0
BITS Pilani,Computer Science Masters,Accepted,Fall 2022,International,3.65,336.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.9,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,167.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,170.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,4.0,169.0
Illinois Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.74,166.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.83,170.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,3.53,166.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,3.53,166.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0
Rice University,Computer Science Masters,Accepted,Fall 2022,International,3.68,168.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.75,164.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.73,167.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,American,3.75,170.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,American,4.0,170.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.98,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,168.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.95,170.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.5,170.0
University Of Cambridge,Computer Science Masters,Accepted,Fall 2022,American,3.75,170.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,American,4.0,170.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,American,3.89,164.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.3,169.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.9,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.36,168.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.6,167.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.7,161.0
Illinois Institute of Technology,Computer Science Masters,Accepted,Fall 2022,American,3.79,165.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.21,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.12,169.0
San Diego State University,Computer Science Masters,Accepted,Fall 2022,American,3.54,154.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,169.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.4,153.0
Cornell Tech,Computer Science Masters,Accepted,Fall 2022,International,4.0,165.0
Illinois Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.6,168.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.77,168.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,3.55,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,166.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.9,169.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.88,170.0
University of Southern California,Computer Science (Artificial Intelligence) Masters,Accepted,Fall 2022,International,3.92,161.0
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.4,163.0
Illinois Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.3,163.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.48,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.47,167.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.64,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.3,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.8,169.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,2.96,169.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.45,170.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,4.0,170.0
Arizona State University,Computer Science MS Masters,Accepted,Fall 2022,International,3.5,165.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.7,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.72,170.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.6,329.0
Northwestern University,Computer Science Masters,Accepted,Fall 2022,International,3.78,167.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.73,167.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0
NC State University,Computer Science Masters,Accepted,Fall 2022,International,3.72,166.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.65,167.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.63,167.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.87,170.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.63,170.0
George Mason University,Computer Science Masters,Accepted,Fall 2022,International,3.39,157.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.1,159.0
Northwestern University,Computer Science Masters,Accepted,Fall 2022,International,3.95,167.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.73,167.0
Syracuse University,Computer Science Masters,Accepted,Fall 2022,International,3.0,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.3,165.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.96,170.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.92,168.0
Cornell Tech,Computer Science Masters,Accepted,Fall 2022,American,3.46,160.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.8,164.0
Santa Clara University,Computer Science Masters,Accepted,Fall 2022,American,3.54,154.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.5,167.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.3,161.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,American,3.8,158.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.8,169.0
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.62,164.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.94,167.0
Rochester Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.62,170.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.96,160.0
Columbia University,Computer Science Masters,Accepted,Spring 2022,International,3.6,156.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.55,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.55,166.0
SUNY Stony Brook,Computer Science Masters,Accepted,Spring 2022,International,2.58,166.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.55,166.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.62,164.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.7,162.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.8,167.0
Sri Manakula Vinayagar Engineering College,Computer Science Masters,Accepted,Spring 2022,International,3.2,149.0
Carnegie Mellon University,Computer Science Masters,Accepted,Spring 2021,International,3.31,163.0
University of Southern California,Computer Science Masters,Accepted,Spring 2022,International,3.91,170.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Spring 2022,International,3.91,170.0
University Of Virginia,Computer Science Masters,Accepted,Fall 2021,International,3.0,165.0
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.49,170.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2021,International,3.92,165.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2021,International,3.96,165.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2021,International,3.9,169.0
